marque,modèle,Puissance fiscale,Année,price,Carburant,Kilométrage
Volkswagen,Tiguan,23,2018,320000,Diesel,31000.0
Toyota,Corolla,5,2016,138000,Diesel,86000.0
Dacia,Logan,6,2013,65000,Diesel,150000.0
Toyota,Corolla,8,2005,55000,Diesel,250000.0
Toyota,Rav-4,11,2003,40000,Essence,269000.0
Volkswagen,Passat cc,8,2009,138000,Diesel,23000.0
Nissan,Pick-up,13,2009,90000,Essence,250000.0
Volkswagen,Touran,8,2017,281000,Diesel,170000.0
Volkswagen,Touareg,12,2012,155000,Diesel,210000.0
Mercedes,Classe c,9,1998,55000,Diesel,50000.0
Ford,Focus 5p,5,2012,108000,Essence,220000.0
Fiat,Grande punto,5,2012,75000,Diesel,125000.0
Nissan,Qashqai,6,2013,135000,Diesel,206000.0
Dacia,Sandero,6,2018,113000,Diesel,19000.0
Peugeot,206+,4,2011,62000,Essence,180000.0
Citroen,C5 aircross,8,2019,235000,Diesel,52000.0
Nissan,Qashqai,6,2009,120000,Diesel,250000.0
Seat,Ateca,8,2021,340000,Diesel,38000.0
Hyundai,Atos,6,2005,35000,Essence,220000.0
Volkswagen,Tiguan,8,2015,240000,Diesel,160000.0
Toyota,Corolla,5,2014,131000,Diesel,105000.0
Peugeot,Partner tepee,6,2013,86000,Diesel,280000.0
Ford,Fiesta,6,2016,109000,Diesel,109200.0
Dacia,Sandero,6,2023,173000,Diesel,11000.0
Mercedes,Classe c,8,2014,305000,Diesel,136000.0
Ford,Kuga,8,2010,120000,Diesel,184000.0
Peugeot,Rifter,6,2021,210000,Diesel,42000.0
Audi,Q5,8,2012,165000,Diesel,220000.0
Opel,Astra,7,2015,119000,Diesel,149000.0
Toyota,Auris,6,2015,125000,Diesel,170000.0
Nissan,Micra,6,2017,120000,Diesel,59400.0
Renault,Megane,9,2011,73000,Essence,20000.0
Jaguar,Xf,8,2019,350000,Diesel,94000.0
Fiat,Palio,7,2004,34000,Diesel,300000.0
Mercedes,Classe e,11,2011,160000,Diesel,310000.0
Bmw,Serie 5,8,2014,265000,Diesel,265000.0
Renault,Megane sedan,6,2019,190000,Diesel,131000.0
Audi,A3 sportback,6,2013,185000,Diesel,200000.0
Citroen,C5,8,2009,90000,Diesel,150000.0
Hyundai,H100,8,2016,160000,Essence,170000.0
Citroen,C3,6,2006,47000,Essence,220000.0
Volkswagen,Tiguan,8,2019,330000,Diesel,63000.0
Renault,Clio,7,2007,65000,Essence,197000.0
Toyota,Prado,12,2008,160000,Diesel,256212.0
Mercedes,Classe ml,9,2013,275000,Diesel,155000.0
Kia,Cerato,8,2006,55000,Diesel,159000.0
Fiat,Palio,7,1999,32000,Diesel,300000.0
Mercedes,Classe a berline,8,2020,350000,Diesel,71000.0
Renault,Clio,6,2021,163000,Diesel,37000.0
Ford,Focus 4p,7,2008,78000,Diesel,220000.0
Kia,K5,11,2022,320000,Hybride,14700.0
Hyundai,Tucson,6,2020,290000,Diesel,81000.0
Land-rover,Range rover evoque,9,2016,245000,Diesel,136000.0
Renault,Kangoo,6,2018,109000,Diesel,90000.0
Ford,C max,6,2012,122000,Diesel,215000.0
Volvo,V40,8,2020,250000,Diesel,16500.0
Hyundai,Accent,6,2021,159000,Diesel,63000.0
Mercedes,Classe c,8,2003,96000,Diesel,300000.0
Mercedes,Classe c,9,2014,335000,Diesel,155000.0
Ford,Focus 4p,6,2012,110000,Diesel,230000.0
Audi,Q5,8,2015,258000,Diesel,76000.0
Volkswagen,Golf 7,8,2020,240000,Diesel,39000.0
Bmw,Serie 5,8,2012,180000,Diesel,197600.0
Abarth,595,8,2020,185000,Essence,50000.0
Ford,Kuga,6,2021,270000,Diesel,17000.0
Audi,A6,8,2016,300000,Diesel,112000.0
Volkswagen,Polo,5,2005,49000,Diesel,230000.0
Hyundai,Santa fe,8,2006,70000,Diesel,200000.0
Volkswagen,Golf 7,8,2018,335000,Diesel,90000.0
Land-rover,Range rover evoque,8,2013,230000,Diesel,130000.0
Mercedes,Classe b,7,2012,120000,Diesel,225000.0
Chevrolet,Aveo,7,2009,53000,Essence,133000.0
Renault,Kadjar,6,2016,160000,Diesel,127700.0
Citroen,C-elysee,6,2021,139000,Diesel,4500.0
Bmw,Serie 1,6,2016,228000,Diesel,150000.0
Bmw,X6,12,2011,175000,Diesel,125000.0
Audi,Q5,8,2016,325000,Diesel,200000.0
Renault,Clio,6,2019,115000,Diesel,63000.0
Renault,Clio,6,2009,54000,Essence,171000.0
Peugeot,Partner,7,2009,75000,Diesel,201956.0
Fiat,Grande punto,5,2014,82000,Diesel,62000.0
Mercedes,Classe c,9,2007,130000,Diesel,320000.0
Mercedes,Classe c,9,2014,280000,Diesel,168000.0
Audi,Q5,8,2016,330000,Diesel,160000.0
Dacia,Sandero,7,2021,133000,Diesel,60000.0
Ford,Focus 4p,6,2016,155000,Diesel,90000.0
Renault,R19,7,1994,40000,Diesel,285000.0
Seat,Leon,8,2009,71000,Diesel,320000.0
Hyundai,I10,6,2015,75000,Essence,70000.0
Fiat,Punto,5,2008,42000,Diesel,340000.0
Toyota,Corolla,10,2019,220000,Hybride,61000.0
Mercedes,Clk,11,2000,55000,Essence,289900.0
Renault,R19,8,1991,23500,Essence,333788.0
Volkswagen,Jetta,8,2020,220000,Diesel,45000.0
Honda,Civic,9,2010,90000,Diesel,95000.0
Mercedes,Cla,8,2015,240000,Diesel,153000.0
Volkswagen,Tiguan,8,2009,115000,Diesel,239000.0
Mercedes,Classe a,6,2019,375000,Diesel,80000.0
Honda,Accord,13,2009,73000,Essence,260000.0
Toyota,Corolla,7,2018,142000,Diesel,75000.0
Renault,Clio,7,2022,154000,Diesel,270000.0
Opel,Astra,8,2007,58000,Essence,240000.0
Renault,Megane,6,2013,110000,Diesel,184000.0
Fiat,500l,5,2014,75000,Diesel,199996.0
Skoda,Fabia,6,2019,120000,Essence,24000.0
Dacia,Dokker,6,2019,127000,Diesel,90000.0
Renault,Megane 4,6,2017,158000,Diesel,119000.0
Bmw,X1,8,2017,248000,Diesel,149000.0
Mazda,3,6,2012,85000,Diesel,133000.0
Ford,Focus 5p,6,2016,144000,Diesel,136000.0
Fiat,500,6,2021,160000,Essence,14000.0
Ds,Ds5,8,2013,145000,Diesel,164000.0
Mercedes,Classe c,9,2010,119000,Diesel,298000.0
Skoda,Octavia,8,2016,155000,Diesel,135000.0
Citroen,Berlingo,7,2018,145000,Diesel,109000.0
Renault,Captur,6,2022,200000,Diesel,9150.0
Citroen,C4,6,2013,105000,Diesel,170000.0
Land-rover,Range rover sport,12,2015,310000,Diesel,165000.0
Skoda,Fabia,6,2016,93000,Essence,50000.0
Ds,Ds4,6,2013,130000,Diesel,171000.0
Renault,R19,7,1998,45000,Diesel,347400.0
Dacia,Logan,6,2017,102000,Diesel,64644.0
Skoda,Rapid,6,2014,105000,Diesel,160000.0
Renault,R19,8,1999,30000,Essence,200000.0
Fiat,Palio,7,2003,36000,Diesel,190000.0
Ford,Focus 5p,8,2010,70000,Essence,186000.0
Volkswagen,Tiguan,8,2012,155000,Diesel,230000.0
Fiat,500,7,2014,90000,Essence,82800.0
Kia,Picanto,5,2008,49000,Essence,160000.0
Peugeot,206+,6,2009,53000,Essence,180000.0
Seat,Altea xl,6,2017,145000,Diesel,86000.0
Dfsk,Super cab,5,2022,165000,Diesel,13000.0
Nissan,Qashqai,6,2016,170009,Diesel,70000.0
Dacia,Logan,3,2016,88000,Diesel,165000.0
Seat,Arona,6,2022,195000,Diesel,15500.0
Volkswagen,Cc,8,2013,148000,Diesel,150000.0
Volkswagen,Polo,6,2017,97000,Essence,180000.0
Peugeot,Partner,7,2007,49000,Diesel,400000.0
Opel,Grandland,6,2020,220000,Diesel,110000.0
Seat,Leon,8,2011,100000,Diesel,220000.0
Renault,Clio,6,2016,112000,Diesel,77000.0
Kia,Carens,7,2018,160000,Diesel,95000.0
Volkswagen,Golf 7,6,2014,190000,Diesel,140000.0
Citroen,Berlingo,6,2013,108000,Diesel,133000.0
Volkswagen,Polo,6,2015,110000,Diesel,149000.0
Mitsubishi,L200,9,2016,290000,Diesel,104000.0
Mercedes,Cla,9,2016,235000,Diesel,180000.0
Jaguar,Type x,11,2009,96000,Essence,90000.0
Mercedes,Classe c,7,2006,110000,Diesel,250000.0
Toyota,Rav-4,9,2010,110000,Diesel,350000.0
Renault,Kangoo,7,2009,73000,Diesel,350000.0
Peugeot,206+,6,2012,69000,Diesel,190000.0
Dacia,Sandero,6,2017,108000,Diesel,78400.0
Ford,Kuga,6,2021,250000,Diesel,38000.0
Hyundai,I30,6,2010,85000,Diesel,219000.0
Volkswagen,Golf 7,6,2015,148000,Diesel,115000.0
Mercedes,Classe e,9,2014,205000,Diesel,199000.0
Hyundai,Ix35,8,2012,140000,Diesel,179000.0
Volkswagen,Cc,8,2016,195000,Diesel,100000.0
Hyundai,Accent,6,2019,125000,Diesel,189000.0
Audi,A3 sportback,6,2014,210000,Diesel,180000.0
Ford,Fiesta,8,2018,88000,Essence,116000.0
Mini,Countryman,8,2011,145000,Diesel,226000.0
Renault,Express,6,2022,150000,Diesel,37000.0
Kia,Sportage,8,2019,245000,Diesel,79300.0
Peugeot,308,6,2021,295000,Diesel,60000.0
Mercedes,Classe c,9,2015,310000,Diesel,200000.0
Seat,Leon,6,2016,159000,Diesel,120000.0
Nissan,Juke,6,2014,120000,Diesel,90000.0
Toyota,Yaris,6,2006,52000,Essence,200000.0
Volkswagen,Golf 4,8,1998,56000,Essence,259000.0
Fiat,Grande punto,6,2010,71000,Diesel,180000.0
Dacia,Duster,6,2017,135000,Diesel,97000.0
Dacia,Logan,8,2010,55000,Essence,156000.0
Land-rover,Range rover evoque,8,2018,310000,Diesel,106000.0
Renault,Koleos,8,2014,115000,Diesel,260000.0
Volkswagen,Passat,8,2013,138000,Diesel,230000.0
Nissan,X trail,8,2009,110000,Diesel,200000.0
Volkswagen,Touran,8,2016,270000,Diesel,131000.0
Renault,Express van,6,2022,137000,Diesel,10000.0
Dacia,Logan,6,2020,113000,Diesel,57000.0
Hyundai,Santa fe,9,2014,190000,Diesel,150000.0
Dacia,Logan,8,2012,45000,Essence,136000.0
Hummer,H3,22,2008,90000,Essence,90000.0
Volkswagen,Cc,8,2011,140000,Diesel,260000.0
Dacia,Dokker,6,2019,145000,Diesel,110000.0
Citroen,C5 aircross,8,2019,235000,Diesel,56000.0
Peugeot,301,6,2017,93000,Diesel,147000.0
Volkswagen,Touareg,12,2018,280000,Diesel,72000.0
Zotye,Nomad,7,2008,36000,Essence,120000.0
Dacia,Logan mcv,6,2009,79000,Diesel,207769.0
Dacia,Dokker,6,2019,125000,Diesel,37000.0
Hyundai,Ix35,7,2015,160000,Diesel,167000.0
Volkswagen,Caddy,6,2011,125000,Diesel,300000.0
Dacia,Dokker,6,2016,96000,Diesel,150000.0
Seat,Leon,8,2011,95000,Diesel,234000.0
Mazda,6,9,2012,129000,Diesel,150000.0
Volkswagen,Golf 7,6,2014,190000,Diesel,220000.0
Bmw,Serie 5,11,2008,89000,Diesel,300000.0
Hyundai,I30,6,2013,120000,Diesel,182600.0
Peugeot,508,6,2013,100000,Diesel,240000.0
Mazda,323,9,2003,34000,Essence,220000.0
Honda,Accord,9,2009,80000,Diesel,267000.0
Renault,Megane,6,2020,181000,Diesel,80000.0
Citroen,Berlingo,6,2015,110000,Diesel,245000.0
Dacia,Sandero,6,2012,65000,Diesel,190000.0
Renault,Megane sedan,6,2020,175000,Diesel,100000.0
Hyundai,Grand i10,6,2020,109000,Essence,60000.0
Kia,Picanto,6,2008,47000,Essence,297500.0
Mini,Cooper,7,2007,69000,Essence,100000.0
Volkswagen,Golf 7,8,2018,172000,Diesel,180000.0
Toyota,Rav-4,8,2014,145000,Diesel,190000.0
Kia,Carens,6,2022,285000,Diesel,31000.0
Kia,Picanto,6,2020,110000,Essence,26000.0
Citroen,Berlingo,6,2013,105000,Diesel,130000.0
Toyota,Tercel,7,1998,37000,Essence,340000.0
Volkswagen,Polo,6,2007,77000,Diesel,190000.0
Peugeot,301,5,2015,90000,Diesel,140000.0
Volkswagen,Vento,8,1993,38000,Diesel,188000.0
Renault,Kangoo,6,2016,148000,Diesel,95000.0
Volkswagen,Passat,8,2006,75000,Diesel,225000.0
Nissan,Qashqai,6,2012,92000,Diesel,145000.0
Peugeot,407,8,2006,49000,Diesel,386000.0
Dacia,Logan,6,2016,100000,Diesel,106000.0
Hyundai,I30,4,2015,130000,Diesel,145000.0
Ford,Focus 5p,9,2008,65000,Essence,179865.0
Renault,Kadjar,6,2017,165000,Diesel,100500.0
Volkswagen,Touran,6,2016,195000,Diesel,240000.0
Renault,Megane sedan,6,2021,175000,Diesel,57000.0
Nissan,X trail,9,2009,78000,Diesel,250000.0
Seat,Leon,6,2014,133000,Diesel,200000.0
Seat,Ateca,8,2019,235000,Diesel,150000.0
Mercedes,Classe e,9,2019,380000,Diesel,103000.0
Ford,Mondeo,8,2011,88000,Diesel,220000.0
Hyundai,Accent,6,2018,118000,Diesel,85000.0
Seat,Leon,8,2019,233000,Diesel,100000.0
Mercedes,Classe a,6,2014,165000,Diesel,150000.0
Toyota,Rav-4,9,2019,260000,Diesel,13000.0
Honda,Civic,10,2009,79000,Essence,149000.0
Volkswagen,Polo,6,2019,135000,Essence,22000.0
Fiat,Albea,8,2009,43000,Essence,179000.0
Peugeot,Partner,7,2004,49000,Diesel,230580.0
Renault,Laguna,8,2008,95000,Diesel,165088.0
Mercedes,Classe e,9,2012,185000,Diesel,220000.0
Ford,C max,6,2013,125000,Diesel,170000.0
Kia,Sportage,8,2021,290000,Diesel,27000.0
Renault,Kangoo,6,2018,102000,Diesel,122000.0
Nissan,Qashqai,6,2011,120000,Diesel,110000.0
Daihatsu,Sirion,3,2007,45000,Essence,20000.0
Peugeot,206,7,2006,58000,Diesel,220000.0
Ford,Fusion,8,2016,150000,Diesel,220000.0
Nissan,Qashqai,6,2019,235000,Diesel,24000.0
Nissan,Navara,10,2014,130000,Diesel,225000.0
Mercedes,Gle coupe,12,2017,330000,Diesel,80000.0
Citroen,C4,6,2022,260000,Diesel,3900.0
Opel,Crossland,6,2018,150000,Diesel,87000.0
Volkswagen,Cc,8,2012,135000,Diesel,260000.0
Volkswagen,Passat,8,2005,68000,Diesel,350000.0
Ds,Ds5,6,2017,175000,Diesel,84000.0
Fiat,Doblo,6,2019,125000,Diesel,52000.0
Citroen,C4 spacetourer,6,2021,185000,Diesel,37700.0
Mercedes,Classe e,9,2011,150000,Diesel,224167.0
Citroen,C4 picasso,6,2010,85000,Diesel,210000.0
Volvo,Xc60,10,2016,240000,Diesel,126000.0
Peugeot,206,6,2007,49000,Essence,160000.0
Renault,Master,10,2018,185000,Diesel,89000.0
Renault,Kangoo,6,2012,83000,Diesel,163247.0
Ford,Fusion,8,2015,125000,Diesel,173000.0
Volkswagen,Arteon,8,2018,320000,Diesel,51000.0
Audi,A5 coupe,7,2020,320000,Diesel,100000.0
Toyota,Avensis,9,2007,82000,Diesel,253000.0
Nissan,X trail,6,2016,185000,Diesel,119000.0
Ssangyong,Actyon,8,2008,50000,Diesel,200000.0
Citroen,C-elysee,6,2018,118000,Diesel,39765.0
Volkswagen,Caddy,6,2015,135000,Diesel,250000.0
Jeep,Compass,8,2011,80000,Diesel,194000.0
Ssangyong,Stavic,8,2015,58000,Diesel,200000.0
Dacia,Logan,6,2017,115000,Diesel,140000.0
Fiat,500,6,2014,85000,Essence,165000.0
Mercedes,Gla,9,2018,250000,Diesel,115000.0
Renault,R19,7,1995,45000,Diesel,300000.0
Toyota,Rav-4,9,2006,60000,Diesel,330000.0
Ford,Focus 5p,6,2018,170000,Diesel,130000.0
Chevrolet,Captiva,8,2011,85000,Diesel,182000.0
Seat,Leon,6,2017,152000,Diesel,140000.0
Bmw,Serie 5,8,2012,178000,Diesel,137000.0
Peugeot,Partner,7,2004,48000,Diesel,190000.0
Fiat,500x,8,2023,250000,Essence,4000.0
Peugeot,208,6,2018,120000,Diesel,40600.0
Alfa-romeo,Giulietta,6,2013,110000,Diesel,180000.0
Jaguar,Xf,8,2018,300000,Diesel,80000.0
Ford,Focus 5p,6,2012,125000,Diesel,141000.0
Opel,Astra,7,2015,111000,Diesel,135000.0
Fiat,Doblo,5,2017,100000,Diesel,168000.0
Opel,Grandland,6,2019,190000,Diesel,82000.0
Volkswagen,Golf 6,8,2010,119000,Diesel,190000.0
Opel,Insignia,8,2019,190000,Diesel,145000.0
Volkswagen,Caddy,8,2018,150000,Diesel,195000.0
Volvo,Xc60,10,2009,109000,Diesel,172000.0
Kia,Picanto,6,2006,47000,Essence,137000.0
Volkswagen,Golf 5,8,2005,80000,Diesel,300000.0
Volkswagen,Golf 4,8,1999,68000,Diesel,332000.0
Peugeot,508,6,2012,100000,Diesel,130000.0
Nissan,Juke,6,2013,113000,Diesel,138000.0
Volkswagen,Polo,5,2014,103000,Diesel,138186.0
Renault,Clio,6,2017,96000,Diesel,125000.0
Volkswagen,Golf 4,8,2000,52000,Essence,260000.0
Peugeot,308,6,2017,135000,Diesel,140000.0
Volkswagen,Touareg,10,2010,87000,Diesel,300000.0
Mercedes,Clc,8,2018,375000,Diesel,40000.0
Land-rover,Range rover evoque,9,2014,250000,Diesel,110000.0
Dacia,Logan,6,2006,58000,Diesel,325000.0
Mahindra,Kuv 100,7,2022,115000,Essence,24990.0
Fiat,Punto,5,2008,50000,Diesel,298000.0
Honda,Cr-v,9,2009,95000,Diesel,270000.0
Volkswagen,Amarok,8,2017,190000,Diesel,190000.0
Renault,Clio,6,2007,55000,Essence,293000.0
Mercedes,Classe e,8,2017,320000,Diesel,150000.0
Ford,Focus 5p,6,2015,147000,Diesel,160000.0
Hyundai,I10,6,2012,61000,Essence,128000.0
Mercedes,190,8,1992,70000,Diesel,500000.0
Dacia,Logan,7,2021,112000,Diesel,65000.0
Hyundai,Ix35,8,2011,150000,Diesel,152800.0
Opel,Astra,6,2013,112000,Essence,161000.0
Dacia,Logan,7,2022,135000,Essence,15000.0
Nissan,Note,6,2015,78000,Diesel,115000.0
Seat,Leon,6,2014,135000,Diesel,150000.0
Dacia,Duster,6,2016,130000,Diesel,112000.0
Renault,Megane,7,2011,96000,Diesel,229000.0
Peugeot,207,7,2008,73000,Diesel,220000.0
Volkswagen,Coccinelle,8,2018,220000,Diesel,38000.0
Ford,Fusion,8,2016,185000,Diesel,110200.0
Hyundai,Santa fe,9,2011,130000,Essence,380000.0
Mercedes,190,9,1990,38000,Diesel,314560.0
Peugeot,206+,6,2012,56000,Essence,168000.0
Hyundai,I10,6,2013,68000,Essence,140000.0
Mercedes,Classe e,12,2010,162000,Diesel,197000.0
Fiat,Doblo,5,2015,78000,Diesel,195008.0
Mercedes,Classe c,9,2011,195000,Diesel,200000.0
Dacia,Dokker,6,2021,140000,Diesel,82000.0
Dacia,Dokker,6,2016,100000,Diesel,30000.0
Citroen,C-elysee,7,2019,110000,Diesel,73000.0
Bmw,Serie 5,12,2013,220000,Diesel,178000.0
Skoda,Kamiq,6,2021,215000,Diesel,27000.0
Mercedes,Glc,8,2017,310000,Diesel,188000.0
Renault,Megane,6,2013,117000,Diesel,190000.0
Renault,Talisman,6,2020,280000,Diesel,15000.0
Honda,Civic,9,1996,30000,Essence,400000.0
Hyundai,I30,6,2013,108000,Diesel,200000.0
Renault,R19,7,1995,45000,Diesel,436191.0
Ford,Kuga,8,2020,230000,Diesel,41000.0
Peugeot,301,6,2022,138000,Diesel,17000.0
Bmw,Serie 5,6,2014,210000,Diesel,150000.0
Citroen,C5,8,2009,77000,Diesel,350000.0
Hyundai,I10,6,2009,52000,Essence,160000.0
Kia,Sportage,8,2012,165900,Diesel,104500.0
Peugeot,3008,8,2019,250000,Diesel,55000.0
Land-rover,Range rover evoque,8,2020,380000,Diesel,90000.0
Seat,Ibiza,8,2022,133000,Essence,16000.0
Renault,Megane sedan,6,2019,183000,Diesel,78000.0
Mercedes,Glc,9,2018,390000,Diesel,115000.0
Volkswagen,Jetta,6,1985,32000,Diesel,30105.0
Ssangyong,Rexton,11,2007,45000,Diesel,300000.0
Volkswagen,Golf 4,8,2000,58000,Essence,145000.0
Volkswagen,Tiguan,7,2012,180000,Diesel,186000.0
Opel,Astra,8,2006,48000,Essence,280000.0
Fiat,500,7,2013,85000,Essence,84000.0
Mercedes,Classe c,9,2013,203000,Diesel,135000.0
Renault,Clio,6,2018,118000,Diesel,110000.0
Ford,Focus 4p,6,2017,170000,Diesel,79000.0
Mercedes,Cla,10,2016,225000,Diesel,150000.0
Hyundai,Accent,6,2006,45000,Diesel,350000.0
Peugeot,207 cc,9,2007,85000,Essence,70000.0
Volkswagen,Golf 7,8,2017,300000,Diesel,133000.0
Peugeot,307,6,2002,60000,Diesel,268000.0
Fiat,Tipo,5,2017,106000,Diesel,144000.0
Ford,Kuga,6,2021,285000,Diesel,48000.0
Bmw,Serie 5,10,1996,49000,Diesel,240000.0
Dacia,Dokker,6,2019,150000,Diesel,100444.0
Peugeot,308,6,2008,70000,Diesel,197000.0
Mercedes,Glc,8,2017,290000,Diesel,160000.0
Jeep,Renegade,8,2018,198000,Diesel,95000.0
Honda,Accord,13,2005,46000,Essence,190000.0
Bmw,Serie 3,9,1997,30000,Essence,370000.0
Volkswagen,Tiguan,8,2010,135000,Diesel,180123.0
Toyota,Corolla,5,2013,139000,Diesel,144339.0
Opel,Corsa,6,2022,160000,Diesel,16000.0
Nissan,Qashqai,6,2017,173000,Diesel,140000.0
Renault,Scenic,7,2001,62000,Diesel,320000.0
Renault,Megane,6,2016,99000,Diesel,200000.0
Renault,Clio,6,2013,82000,Diesel,199700.0
Ford,Kuga,6,2016,132000,Diesel,282000.0
Bmw,Serie 3,8,2017,187000,Diesel,189800.0
Volkswagen,Passat,8,2014,99000,Diesel,234000.0
Mercedes,Classe a,6,2014,160000,Diesel,150000.0
Jeep,Renegade,6,2018,190000,Diesel,87000.0
Ford,Kuga,8,2017,180000,Diesel,140000.0
Fiat,Fiorino,5,2018,100000,Diesel,59138.0
Ford,C max,6,2017,170000,Diesel,110000.0
Dacia,Logan,6,2014,94000,Diesel,165000.0
Mitsubishi,Pajero sport,10,2017,148000,Diesel,160000.0
Peugeot,Partner,7,2007,60000,Diesel,210000.0
Volkswagen,Passat,8,2009,102000,Diesel,166000.0
Renault,Fluence,6,2011,86000,Diesel,211000.0
Nissan,Qashqai,6,2016,220000,Diesel,145000.0
Honda,Cr-v,6,2014,140000,Diesel,190000.0
Volkswagen,Caddy,8,2019,154000,Diesel,80000.0
Dacia,Logan,6,2022,139000,Essence,14500.0
Ford,Mondeo,8,2011,90000,Diesel,194000.0
Renault,Espace,8,1994,42000,Diesel,440000.0
Hyundai,Accent,7,2009,65000,Diesel,182100.0
Renault,Scenic,7,1998,75000,Diesel,366000.0
Renault,Kangoo,6,2011,105000,Diesel,190000.0
Volkswagen,Passat,8,2009,109000,Diesel,242000.0
Mercedes,Classe e,8,2018,390000,Diesel,64000.0
Audi,A4,8,2017,270000,Diesel,125000.0
Peugeot,308,6,2011,89000,Diesel,200000.0
Renault,Megane,7,2014,99000,Diesel,152000.0
Fiat,Doblo,6,2018,110000,Diesel,75000.0
Bmw,Serie 4 gran coupe,8,2016,280000,Diesel,180000.0
Hyundai,Accent,6,2013,113000,Diesel,165000.0
Renault,Scenic,6,2005,65000,Diesel,250000.0
Kia,Sportage,8,2016,158000,Diesel,125000.0
Kia,Picanto,6,2007,49000,Essence,180000.0
Nissan,Pathfinder,11,2007,140000,Diesel,290000.0
Toyota,Corolla,5,2014,105000,Diesel,750000.0
Renault,Clio,6,2019,123000,Diesel,84000.0
Bmw,Serie 3,8,2014,195000,Diesel,93000.0
Ford,Fiesta,6,2006,51000,Essence,200000.0
Volkswagen,Golf 6,7,2010,102000,Diesel,156000.0
Ford,Kuga,8,2014,200000,Diesel,220000.0
Fiat,Fiorino,5,2021,113000,Diesel,24000.0
Bmw,Serie 1,8,2009,130000,Diesel,178000.0
Toyota,Yaris cross,7,2023,255000,Hybride,2300.0
Bmw,Serie 5,12,2016,225000,Diesel,254000.0
Kia,Picanto,6,2005,45000,Essence,200000.0
Skoda,Karoq,7,2018,260000,Diesel,96000.0
Land-rover,Range rover vogue,12,2014,360000,Diesel,185000.0
Honda,Accord,9,2010,108000,Diesel,249000.0
Mercedes,Classe c,6,2018,300000,Diesel,165000.0
Volkswagen,Golf 4,8,2002,75000,Diesel,400000.0
Renault,Clio,6,2014,95000,Diesel,128000.0
Volkswagen,Tiguan,8,2016,290000,Diesel,120000.0
Peugeot,308,6,2019,162000,Diesel,109000.0
Bmw,Serie 5,8,2014,215000,Diesel,140000.0
Fiat,Palio,6,2004,28000,Diesel,143000.0
Fiat,Siena,7,2004,38000,Essence,250000.0
Peugeot,308,6,2016,110000,Diesel,170000.0
Bmw,Serie 4 gran coupe,8,2015,230000,Diesel,144000.0
Peugeot,307,5,2003,55000,Diesel,250000.0
Toyota,Yaris,5,2019,130000,Diesel,88000.0
Land-rover,Range rover sport,12,2016,330000,Diesel,170000.0
Bmw,Serie 5,10,2006,95000,Diesel,270000.0
Bmw,X5,12,2011,138000,Diesel,136000.0
Volkswagen,Golf 5,8,2007,80000,Diesel,264000.0
Peugeot,Partner,6,2011,70000,Diesel,266000.0
Opel,Astra,7,2006,68000,Diesel,273000.0
Volkswagen,Passat,7,2017,165000,Diesel,170000.0
Dacia,Duster,6,2013,112000,Diesel,189000.0
Peugeot,Pick up,10,2020,120000,Diesel,23500.0
Citroen,C4,8,2011,74000,Essence,240000.0
Ford,Ranger,9,2015,170000,Diesel,10000.0
Fiat,500,7,2018,115000,Essence,60000.0
Citroen,C5,8,2011,85000,Diesel,178000.0
Seat,Leon,6,2019,146000,Diesel,95000.0
Volkswagen,Tiguan,8,2018,330000,Diesel,132000.0
Skoda,Octavia,8,2018,172000,Diesel,90000.0
Fiat,500,7,2020,128000,Essence,57000.0
Hyundai,Creta,6,2016,163000,Diesel,114000.0
Peugeot,208,6,2018,110000,Diesel,107000.0
Volvo,V40,8,2019,190000,Diesel,85000.0
Citroen,C4 picasso,6,2008,83000,Diesel,240000.0
Toyota,Rav-4,9,2007,87000,Diesel,340000.0
Isuzu,D-max,10,2019,185000,Diesel,57000.0
Skoda,Karoq,6,2018,305000,Diesel,140000.0
Volkswagen,Caddy,9,2020,240000,Diesel,56000.0
Volkswagen,Touareg,12,2008,95000,Diesel,200000.0
Jeep,Grand cherokee,12,2014,153000,Diesel,171000.0
Toyota,C-hr,10,2021,225000,Hybride,59000.0
Volkswagen,Cc,8,2011,140000,Diesel,22000.0
Opel,Insignia,8,2015,123000,Diesel,158000.0
Renault,Latitude,8,2014,119000,Diesel,200000.0
Volkswagen,Cc,8,2015,159000,Diesel,140000.0
Renault,Scenic,7,2003,61000,Diesel,117000.0
Suzuki,Maruti,5,2009,22000,Essence,45000.0
Renault,Captur,6,2021,190000,Diesel,43700.0
Renault,Express,6,2022,150000,Diesel,26060.0
Hyundai,Santa fe,9,2006,82000,Diesel,172000.0
Hyundai,Atos,6,2007,39000,Essence,173000.0
Jeep,Cherokee,8,2017,200000,Diesel,170000.0
Dacia,Logan,6,2017,103000,Diesel,114000.0
Alfa-romeo,147 gta,8,2001,45000,Essence,35000.0
Opel,Astra,7,2015,134000,Diesel,78000.0
Maserati,Ghibli,6,2016,390000,Diesel,150000.0
Skoda,Octavia,8,2014,145000,Diesel,170000.0
Renault,Clio,6,2017,105000,Diesel,130000.0
Peugeot,Bipper,5,2014,69000,Diesel,124015.0
Bmw,Serie 5,8,2018,370000,Diesel,120000.0
Hyundai,Tucson,6,2017,208000,Diesel,100000.0
Mercedes,Sprinter,9,2015,230000,Diesel,300000.0
Toyota,Yaris,6,2022,150000,Essence,12000.0
